id,text,label
e8f947d7-cf43-4119-8f0c-2b5e7d3fd2c3,There are days when the thought of not being here is oddly comforting. I wonder if it’s a sign of my exhaustion with everything around me.,ideation
f362d2ca-a51c-4252-82bd-11bb4ef355c0,I sometimes imagine what it would be like to step away from it all. The thought fills me with both fear and a strange kind of relief.,ideation
9b074dc3-9d36-4ba0-80de-7715fda67aab,"When I feel overwhelmed, I sometimes fantasize about disappearing from my life. It's not a plan, just a thought that crosses my mind.",ideation
9655876d-7755-4eef-849a-16de72de9156,"In my quiet moments, I think about how easy it would be to just not wake up one day. It’s a thought filled with a haunting sense of peace.",ideation
1f3a927e-5c7a-43a0-802a-a8134abd505f,"I find myself thinking about the end of it all when life feels too heavy. These thoughts aren’t something I want to act on, but they echo in my mind.",ideation
2e067650-1073-48ee-aeeb-1a8638c9654e,"Sometimes, I wonder if my absence would make a difference. The thought of not having to deal with my pain is a difficult one to grapple with.",ideation
8b6725f6-5dba-4449-9361-e126f839a477,"When I feel lost, I think about how nice it would be to just vanish. It’s a thought that brings both sadness and a strange comfort.",ideation
acb4474d-ad4a-41ae-89a5-e067a2c9966a,"Lately, I've been thinking about how quiet life would be without me. It's a thought that often surfaces when I'm feeling particularly low.",ideation
2b68f801-fd9d-4f1e-8454-7bfcf6077d77,"Sometimes, I get lost in the idea that maybe not existing would be better than the pain I'm feeling now. It’s a thought that I can’t seem to shake.",ideation
183b7af5-1a11-4068-be6d-ff878c7ee41b,"In moments of solitude, I reflect on what it would mean to not be here. It’s a thought that both frightens and intrigues me.",ideation
022bbeca-afc0-4120-84e8-744e2a8b646e,I often think about the finality of life when I’m feeling overwhelmed. The thought of peace after struggle crosses my mind more frequently.,ideation
a4b00017-538f-4726-852c-7d993ccea07c,There are times when I feel so emotionally drained that I wonder about the possibility of slipping away. It’s a thought that haunts me at times.,ideation
9ae49f34-d5a5-4f77-9165-03c0d9a89c20,"In my darkest hours, I find myself thinking about leaving everything behind. It’s a complex thought that brings both fear and a sense of calm.",ideation
edb6632b-8ad5-4bec-bc6f-6229d3e23784,I often drift into thoughts of what it would mean to not exist. The idea both terrifies and strangely comforts me.,ideation
9b723b0a-3796-4f61-ac4d-30b4d1b4715b,"Sometimes, when I feel alone, I wish I could just disappear. It feels like a way to escape the pain that surrounds me.",ideation
d913b1be-cb27-461f-8ca1-5dc605421b7a,"I find myself lost in thought about how peaceful it might be to not wake up again. It’s a fleeting notion, but it lingers in my mind.",ideation
87dbaa42-d14e-4a7f-8c27-e34f1950a35c,"In quiet moments, I wonder if the world would be better off without me. It’s an uncomfortable thought that I try to push away.",ideation
8b4c5ba9-4801-4afd-9af3-9e4ae5c8a6c9,There are days when I feel so low that I think about the possibility of leaving it all behind. It’s a thought that brings a confusing sense of relief.,ideation
674fdf24-1928-415f-84c3-b333582e9a6f,"Sometimes, I get caught up in the idea of not being here anymore. I know it’s not a healthy thought, but it creeps in during tough moments.",ideation
249822a4-3667-4189-a7f5-1bd73ba6ace7,"When overwhelmed, I sometimes think about how simple it would be to escape my reality. It’s a fleeting thought that lingers longer than I wish.",ideation
88e972fc-59c5-47c7-858c-e768e31e9fe9,I often find myself reflecting on what it would be like to not exist. It’s a thought that brings both sadness and a strange curiosity.,ideation
709d7774-2624-45ea-b806-fd59fb7c3b87,"Occasionally, I dream of a world where I have quietly vanished. It’s a thought that brings a sense of calm, even if I know it’s just a fantasy.",ideation
27f725d3-4080-48f6-b424-44be1bf0c79a,"In my darkest moments, I sometimes wonder if my absence would be felt. It’s a thought that carries a heavy weight in my heart.",ideation
cd56a0d5-56ab-44ed-ab34-798f22d458c9,I find myself contemplating the end of my existence when life feels unbearable. It’s a thought that appears more often than I’d like.,ideation
f88b697a-b321-40bc-9c66-e52504fd9640,"There are times when I fantasize about slipping away. It’s a thought that brings a mix of fear and a strange, unwanted comfort.",ideation
a563e9ec-5101-4fa4-9fa4-76ead76d0be1,"Sometimes, I feel like I’m drowning in my thoughts, and I start to consider what it would mean to escape it all. It’s a troubling notion that won’t leave me.",ideation
6bff7c98-b2cf-4279-902e-982e181ddae7,"When I’m feeling particularly low, I can’t help but think about how peaceful it would be to simply not exist. It’s a thought that sneaks up on me.",ideation
2860d858-2bd2-41a8-bf6e-06b047acf8a1,"In moments of despair, I reflect on the idea of stepping away from everything. It’s a thought that sits heavily in my mind.",ideation
c4e05133-7bc6-4f52-8799-4d871a0d3bee,"Sometimes, I find myself wishing I could just vanish without a trace. The idea is troubling yet oddly comforting in my darkest hours.",ideation
06444c1d-ff3d-470c-b196-8c99173ca0ac,I often think about what it would mean to not have to deal with my pain anymore. It’s a thought that lingers longer than I’d like to admit.,ideation
45affa39-f0d5-4040-811d-74db52a1081e,There are moments when I wish I could escape my life entirely. It’s not that I want to act on it; it’s just a thought that feels real.,ideation
5eb411c6-8b6a-4ad3-a4d6-b11a456b08a6,"In moments of grief, I sometimes daydream about disappearing. It’s a thought that carries a weight I can’t quite shake off.",ideation
a580ab51-e668-48fc-b3bb-93b66dbfdbf9,"When I feel overwhelmed, I sometimes wonder if anyone would notice if I just slipped away. It’s a thought that haunts me in silence.",ideation
eed1f4a7-7195-4a4d-867d-bc92eb2b4cf0,"Sometimes, I think about the possibility of finding peace in absence. It’s a thought that both scares and comforts me in a strange way.",ideation
723b0564-6cb2-4b47-95dc-bc71f486ff5a,"In my quieter moments, I find myself reflecting on what it would be like to not be here anymore. It’s a thought that hangs over me.",ideation
abc71599-a47b-4d33-8a79-0fda297331c1,There are days when I feel so lost that I think about slipping away from it all. It’s a thought that feels both wrong and oddly appealing.,ideation
252a23f8-99e0-4414-a43f-3d76f707fb26,"Sometimes, I dream of a life where I have quietly vanished. It’s not a wish, just a thought that visits me when I’m feeling low.",ideation
dfe67e8a-f576-4483-996e-a5733aa4d149,"In my darkest hours, I often find myself contemplating what it would be like to not exist. It’s a thought that brings an unsettling comfort.",ideation
322b8df1-a4c1-4b7f-939b-4c415f49797c,"Sometimes I find myself wishing I could just disappear altogether. Life feels heavy, like I'm carrying a weight I can't shake off, and the thought of not being here seems like a relief.",ideation
97c52555-724e-4b52-96bb-b5fb8ec687d5,I often wonder what it would be like if I weren't around anymore. It feels like an escape from the pain that seems to linger endlessly.,ideation
4f9363d4-f969-4faf-b3d5-02ad6d7c83ad,"There are days when I think about how much easier things would be if I just didn’t exist. I feel trapped in my own mind, and the thought crosses my mind more often than I’d like to admit.",ideation
f52ced30-3e7b-4d54-bf10-e4066776978c,"I catch myself daydreaming about a world where I’m not part of the equation. It’s an unsettling comfort, thinking that maybe not being here could bring peace.",ideation
4ec8c017-1c55-450e-8587-94e1c7ae8ec2,"Sometimes I feel like I’m just going through the motions, and I think about whether anyone would notice if I were gone. It’s a haunting thought that lingers in the background.",ideation
7cc2b2ea-e30e-42a0-a27a-72429293039d,"I often feel overwhelmed by my emotions, and I find myself pondering the idea of just letting go. It seems like there’s a quiet allure to the thought of being free from it all.",ideation
7dcc12f0-eb58-46d9-97f9-eabfba0cdf78,"In the silence of night, I can’t help but think that maybe the world wouldn’t be worse off without me. Those thoughts crawl into my mind uninvited, and I can’t quite shake them.",ideation
519e4ed1-cd63-4049-929c-07aa698a9e4c,"There are moments when I feel invisible, and I wonder if it would matter if I just faded away. The thought brings a strange sense of calm amidst the chaos.",ideation
9ad89219-f6a7-4c04-912b-16c3af12d08a,I find myself reflecting on life and feeling as if it would be simpler if I weren’t part of it. The thought doesn’t scare me; it almost feels comfortable.,ideation
527e32c6-2f4b-4c1c-bfec-57e69d5441fb,"Sometimes it's hard to see the point of it all, and I find myself wishing for a way out. Just the idea of no longer being here feels oddly soothing.",ideation
839f7792-ead9-4144-9562-086efc7c4614,"There are days when I feel so alone, and I think about what it would be like if I just weren't here anymore. It's a thought that floats in and out, bringing both fear and a strange sense of relief.",ideation
cc256f62-daaf-4eef-a92c-d32d75e1f751,"In quiet moments, I ponder the thought of not existing. It’s an idea that lends itself to a sense of freedom, even if just for a fleeting moment.",ideation
2be4f6d6-89b1-4add-bf3d-f7e4b880bdfa,"Sometimes, I wish the world would forget about me, as if I never existed. The idea of simply not being here doesn't feel scary; it almost feels like a release.",ideation
054e28ad-d176-4ae8-81d8-7423a3e6004a,"At times, I feel like a burden, and I wonder if anyone would care if I disappeared. The thought lingers, casting a shadow over my mind.",ideation
99c3aebd-9628-4487-a11f-030065ee2507,"I often sit in silence and think about how easy it would be to just slip away. There’s a part of me that finds comfort in that idea, despite knowing it’s not the answer.",ideation
b601e5cb-19d7-4ec3-b55e-9351f333105e,I struggle with thoughts of just wanting to be free from everything. Sometimes I think about how much easier it would be if I could just exit this life quietly.,ideation
ea038bc3-2693-4e26-aa9c-62004e8fd870,"When I feel overwhelmed, I can’t help but think about what it would be like to not be here. It’s an unsettling thought, yet part of me finds it oddly appealing.",ideation
215e3534-580c-41d0-bbcc-161ee4a9a480,I have moments where the thought of not existing crosses my mind. It feels like a quiet escape from the struggles I face daily.,ideation
915ba2ea-8bdd-48dc-8c87-bb5d94cb3f1b,"Occasionally, I sit with thoughts about how life would be for others if I weren’t around. It’s a difficult contemplation, but it often brings me some peace.",ideation
a6fb8f84-35ad-4de3-aee5-886b7f58c49a,"I find myself wishing for a break from everything, and sometimes that wish turns into thoughts about not being alive. It's a complex feeling that I can't quite put into words.",ideation
95014859-620a-4555-8ac8-b7b040fab87b,"There are days when I wonder if the world would be better without me. These thoughts come unbidden, filling my mind with doubts about my worth.",ideation
6618f817-f07e-44eb-b2f4-1213e1cc8a45,"At night, when everything is quiet, I reflect on my existence and sometimes wish it would just end. It feels like a release from the pain I've been carrying.",ideation
60d33f62-93e4-4d6f-b6f7-27012f62593c,I have moments where I feel like I'm drowning in my emotions and think about what it would be like to just not exist anymore. It gives me a strange sense of calm.,ideation
8ff80f15-7441-4b70-bd47-fafd58decdc9,"In my darker moments, I find myself contemplating the idea of fading away completely. It's a thought that lingers, almost like a whisper in my mind.",ideation
53166f59-d176-48db-bef0-178a6995ea71,Thinking about life often leads me to wonder if I should even be here. The idea of not being here feels strangely comforting amidst my struggles.,ideation
99296c2c-0ae2-42ca-bc8b-e27de29dcfe6,"Sometimes, it feels like the only way to find peace is to imagine a life without me. Those thoughts come quietly, like shadows in the night.",ideation
64f34cb6-5dad-4f88-a22b-ba709fde6d0a,I find myself reflecting on the weight of my existence and wondering if anyone would care if I disappeared. It’s a heavy thought that weighs on my heart.,ideation
1e8929cb-ef37-4c45-a024-33bd9fb15903,"There are times when I feel invisible, and I think about how easy it would be to just slip away unnoticed. It's an unsettling thought that brings me a strange comfort.",ideation
97d9bb7c-1ae4-4b32-b520-03e265ed8006,I often think about how life might be simpler if I just weren’t part of it anymore. The idea of stepping back from everything is both frightening and soothing.,ideation
772a8043-59a3-4020-8e19-86d2035a28af,"In my solitude, I ponder the idea of not existing. It's a thought that serves as both an escape and a source of confusion for me.",ideation
b19d0f34-c9ec-4c7d-a9d8-81facdc68087,Sometimes I wish I could just vanish without a trace. The thought of leaving everything behind feels like a weight lifted off my shoulders.,ideation
7f6ffb81-b00c-4597-91cd-82dc9cf30605,There are moments when I feel so lost and disconnected that I wonder if anyone would notice if I disappeared. It’s a thought that keeps creeping back into my mind.,ideation
f70ae6c5-2593-4800-b6c2-c339ef60d880,I often find myself lost in thought about how much easier it would be if I were gone. It’s a troubling contemplation that lingers in the back of my mind.,ideation
f9361f95-daee-4760-bf05-3ac2fd475d9f,"In my quietest moments, I think about a life without me in it. It feels like a release from the pressure that seems to suffocate me.",ideation
2f0d1d03-62e9-4c5a-b71f-c1d9e381e95b,"I have days where I feel overwhelmed, and I think about slipping away from it all. It’s a thought that brings both fear and an odd sort of peace.",ideation
22b03270-562c-492a-a903-a65ccfb527e1,There are times when I reflect on my existence and wonder if I have a place in this world. The thought of not having to face it all anymore feels strangely comforting.,ideation
377a5c6c-81ab-484b-83ba-e5dd951a902a,"Sometimes, life feels like a burden, and I think about how nice it would be to escape. The idea of not being here is a thought that I often revisit.",ideation
4de39755-0ac3-41c9-9e28-0010047dacc3,"I frequently think about what it would mean to simply not exist anymore. It's a haunting thought that lingers, making me feel both anxious and relieved.",ideation
db2e727e-26c9-4891-b64e-e8348351cb2a,"In moments of despair, I often reflect on the idea of just letting go. It seems to promise a quiet end to the constant turmoil I feel inside.",ideation
876afdfc-0b57-4178-8cda-1214f87a383e,I find myself wondering if the world would be better off if I were to disappear. It’s a troubling thought that brings a mix of relief and sorrow.,ideation
2e9e632e-5c80-4bd7-b053-545ad3c9fd3c,"There are days when I feel invisible to everyone around me, and I can't help but wish for a way out. Those thoughts wrap around me like a heavy blanket.",ideation
a09436af-5559-42e8-8891-c9a1802beac9,"Sometimes I contemplate what it would mean to not be part of this world anymore. It’s a thought that comes unbidden, leading to an unsettling sense of calm.",ideation
55518df3-25f5-41e0-a3a3-9e5e781665d0,"I often feel like I’m a ghost in my own life, and I think about whether anyone would really notice if I were gone. That thought lingers longer than I’d like.",ideation
3abd448f-badd-4726-b40a-65088da2d24a,"In my most vulnerable moments, I find myself wishing for a quiet escape from everything. It’s a thought that provides a strange sense of solace.",ideation
c13b6169-a0fa-475c-bae2-92abf0c1acc2,"Sometimes, I feel the weight of the world on my shoulders and think about what it would be like to just let go. The thought brings both fear and a sense of relief.",ideation
cabf0253-95fb-4ec7-9a2e-34fb99211ef0,I often sit in reflection and wonder if I should even be here. The thought of fading away offers a fleeting sense of peace amid the turmoil.,ideation
2afc1c47-a28b-4ac4-8352-3ef359bc3658,I sometimes find myself daydreaming about a life where I simply don’t exist. It’s a thought that comforts me in moments of deep sadness.,ideation
e9e98c2c-4a8a-45eb-a208-a490ac7ec063,There are nights when I lie awake and think about how much easier it would be if I were gone. These thoughts bring both dread and a strange comfort.,ideation
2bf79bfa-4d4f-4f45-81d5-c9e6a5d24c4b,"In moments of darkness, I find myself contemplating the idea of slipping away. It’s a thought that offers a temporary escape from my reality.",ideation
1d9b616b-ad2a-499c-88a1-5d08a8764131,"I often feel trapped in my own emotions, and I think about whether anyone would care if I just vanished. Those thoughts linger like a cloud over my mind.",ideation
47a3af0b-e9f4-445e-a61b-c33d6fce5a6d,"Sometimes, I find myself wondering if the world would be better off without me. It's a heavy thought that lingers, making me question my place in everything.",ideation
36f0ae41-7d7e-43e8-baec-1e99d6fe4daf,There are moments when I feel so overwhelmed that I think about just disappearing. It's like I wish I could escape the pain I'm feeling.,ideation
3d7e45c8-2bad-4768-b428-f073adb3422c,I often ponder what it would be like to not exist anymore. It’s as if my mind drifts towards that thought when things become too much to handle.,ideation
010f1977-fc45-4bf7-a704-28e40141dbbf,"At times, I feel a deep sense of despair and wonder if anyone would miss me if I were gone. Those thoughts come like shadows, creeping in when I’m alone.",ideation
981d4a36-4426-44d2-a4db-36681fe7aac0,"I catch myself daydreaming about a life without my struggles. Sometimes, it feels like the weight of everything might just disappear if I did.",ideation
b06c8019-a66c-4a91-ac47-33c6bfe89603,"There are days when I just wish for peace, contemplating if not being here might bring that. It's a thought that hangs in the air, uninvited yet persistent.",ideation
56933345-3f29-4d03-aaa8-322358cecf75,"When the darkness closes in, I have thoughts about what it would mean to let go. It's a quiet longing for relief that I try to push away.",ideation
000ffdbb-b62a-4bed-8bb1-46e9a898edae,"I often reflect on how life feels like a series of heavy burdens. Sometimes, I can't help but think that maybe I wouldn’t mind if those burdens simply vanished.",ideation
2a10fc16-37f9-4d78-9287-f683a3f96f26,"There are moments when I feel as if the walls are closing in on me. In those times, I find my mind wandering to thoughts of just escaping it all.",ideation
75659802-077b-4078-840d-aa4a94c64001,"I sometimes envision a way to release myself from this constant struggle. It’s a fleeting thought, yet it feels oddly comforting in its simplicity.",ideation
762e25c7-229d-4ff6-b04d-d9d84b1ff26c,"Frequently, I think about how much easier life would be if I just didn’t exist. It’s a troubling notion that I can’t seem to shake off.",ideation
32d556de-09e4-4db4-87e5-32e78a7d6b8e,"In quiet moments, I wonder about the possibility of not feeling this pain anymore. The thought lingers, as if it’s always been a part of me.",ideation
fbd10a8a-0969-4722-b0b1-5c733804b71e,"Sometimes, I feel so isolated that I consider what it would mean to just fade away. It’s a thought that creeps in when I'm feeling particularly low.",ideation
809f6da4-e000-4e00-89c9-5be89d06cb80,I often find myself wishing for a way out of my emotional turmoil. The idea of not being here is something that runs through my mind more than I care to admit.,ideation
edcad17a-3756-496d-91dc-f1bd3126e456,"When life feels unbearable, I think about the freedom that might come from not being alive. It's a thought I struggle with, even as I fight to stay present.",ideation
3f8da258-60be-4580-ade5-635238c7f30b,"There are days when I feel invisible, and I can’t help but think that maybe it wouldn’t matter if I just ceased to be. It’s a troubling idea that often visits me.",ideation
df944766-1972-4533-9150-ceb8c4d094f0,"I sometimes think about how peaceful it might be to end my struggles. The thought is unsettling, yet it provides a strange sense of solace in my darkest moments.",ideation
767b4664-b1a4-430c-9045-b4014b4557bc,"In shadows of despair, I find myself contemplating the end. It’s a thought that feels like a whispered secret I’m afraid to share.",ideation
d5de4fb4-f5ef-4064-9573-e923462eb360,"Occasionally, I wish I could just escape from all of this. The thought of disappearing feels like an option that my mind wanders to when I’m feeling lost.",ideation
063cc8c7-66bf-4a36-ae42-471e9ab1279c,"The idea of giving up crosses my mind more often than I’d like to admit. It’s a thought that carries a heavy weight, yet it feels oddly familiar.",ideation
9e2d77a6-96aa-4e29-9d56-e17f021fe6c4,"There are nights when I lay awake, wondering if I would be missed if I weren't here. It’s a thought that troubled me but also offers an odd sense of relief.",ideation
2e9c1e57-c5b6-465e-b361-231ce917d2a0,"In moments of silence, I sometimes wish for an end to my suffering. The thought slips in uninvited, making me ponder what it might be like to be free.",ideation
d3b5c8e9-7437-412f-a48d-78002cda670e,"I often find myself in a dark place where thoughts of escape flood my mind. It’s a place I dread visiting, yet somehow, it keeps calling me back.",ideation
fcadc04c-a6c3-4ba2-be7c-a59a95f77ca2,"When everything feels like too much, I imagine what it would be like to just let go. It’s a thought that both scares and comforts me at the same time.",ideation
564ad747-ffd3-4d4e-8aee-e1c74ba3f78c,"Sometimes, I feel like I’m trapped in a cycle of pain and wonder if not being here would change anything. It’s a thought that lingers, making me reflective.",ideation
